3.017047594948667477e-01,3.131047037118477872e-01,2.858557480864326594e-01,2.652890995296294796e-01
2.204549689083664388e-01,1.803619132487621901e-01,1.423448666458467515e-01,2.410634561100483964e-01
2.156420796192664857e-01,2.150564536333694210e-01,1.982646482925641551e-01,2.112777400229939595e-01
1.447328587341622508e-01,1.148576275929921869e-01,1.672647060548176356e-01,2.044126705953778766e-01
4.023331779486377657e-01,1.315135958726843524e-01,2.527428480770410046e-01,1.693262187513780437e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.528805173228416914e-01,2.031550941514492226e-01,1.570971940892717800e-01,2.889326817778111595e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.130361803108778707e-01,3.478492368634816811e-01,4.962017357724724520e-01,3.991427745125452620e-01
2.271340598486150664e-01,5.735166158053559560e-01,4.552313987261003558e-01,1.895432940882244011e-01
4.966231672056355961e-01,4.460928084852867070e-01,3.463201804601828693e-01,4.009021194403285526e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.235183029659414511e-01,5.659904180457284717e-01,6.741035234147765287e-01,3.162988745231146703e-01
6.324529573602546417e-01,8.015012771866306673e-01,8.808976552461791343e-01,7.594992550155443833e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
