0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.624987399394976606e+00,8.052059174928812624e+00,7.153653088353882694e+00,8.398375568355154641e+00,9.622069698036799679e+00,-5.993120143122553367e-01
1.156158117973998678e+01,1.264104336214178481e+01,1.133596582779250816e+01,1.259842260851728035e+01,1.411880598799992015e+01,3.832301932837324010e+00
8.192969950896381803e+00,9.424094010762770424e+00,7.970863372002815694e+00,9.338185294209820242e+00,1.072936333135031006e+01,3.762581532177167731e-01
1.153181882013479154e+00,-5.718864606450544841e+00,-7.005656007353618264e+00,-7.943900062635440129e+00,-9.944403531420121567e+00,-1.090804595602500981e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.153182045463322813e+00,-7.550632623936298415e+00,-7.007648483051561961e+00,-7.477888302333005832e+00,-1.097304270231557943e+01,-1.045018326480782811e+01
-3.440618329192214553e+00,-4.405767790550102703e+00,4.249491015570450614e+00,-4.536657967514321932e+00,-6.205701029052053563e+00,-6.122454055056090638e+00
9.622069426003022841e+00,-1.626185659161788921e+00,-2.639438037520621894e+00,-3.800160003023550725e+00,-8.416301024187378133e+00,-4.375937210596700488e+00
5.302520623652326570e+00,-5.671650206394190263e+00,-6.457645515466098551e+00,-4.645948183508599172e+00,-9.498860236733863260e+00,-9.228431194656245395e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.366184155517204069e+00,-4.828381349423152002e+00,-4.889510220938129592e+00,-3.802963197696777264e+00,-9.352305815999249816e+00,-9.075841171036259425e+00
3.206998821546466871e+00,-5.894035902588864673e+00,-5.698955892557883374e+00,-5.599974634463621648e+00,-8.130420226989667043e+00,-7.408342213031655632e+00
5.302521612752387981e+00,-4.516972125297157525e+00,-4.598083596339440859e+00,-5.505099464089911798e+00,-6.941920517938173774e+00,-6.636675366659131825e+00
3.207000397652660872e+00,-3.810917757879733525e+00,-4.998909363162931996e+00,-4.975540113758067484e+00,-1.166924542214323601e+01,-1.142148926346798632e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.761189211462821547e+01,1.879996053000350642e+01,1.761131469775493130e+01,1.879989338096465090e+01,9.799952273447637197e+00,1.999999999999998579e+01
1.072936333135031006e+01,8.602208182113621149e+00,9.463113174479186540e+00,9.469944819894580590e+00,4.952586745989191463e-01,8.367661696953511807e+00
1.527152119999992763e+01,1.356020340037939853e+01,9.832396584010197671e+00,1.363474052954891746e+01,4.762878447542556515e+00,1.261526300093744091e+01
1.184784174883870378e+01,1.045789595997392141e+01,1.150926017489120312e+01,1.015757636617308179e+01,1.384586683902029325e+00,9.440642391146345958e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.322067411791832736e+00,-4.363317789787480194e+00,-1.202116628806906951e+00,8.525849000565703051e+00,-5.619097755803659666e+00,-7.121519753324166757e+00
1.957167904081378307e-01,-8.808233877364852749e-01,-8.446412694109941555e-01,1.297761792596342900e+01,-6.242981361923636285e+00,-6.625827129192945364e+00
-1.802761435847030969e+00,-1.510196084767762237e+00,-1.252429776278669360e+00,9.622069697895488716e+00,-1.005356423643743469e+01,-8.073979765051079838e+00
2.174932370057342634e+00,-7.290564773313008118e+00,-4.756173311824618111e+00,-7.120192171438371354e+00,-9.910756918458767828e+00,-8.458974195107009209e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.174931962757025161e+00,-7.279759474386136020e+00,-7.363782235969448919e+00,-7.284981768109796363e+00,-1.054960772817872439e+01,-9.559614952196126225e+00
5.302522759875303748e+00,-5.045241817758009617e+00,-3.273335688693182810e+00,-2.889762180576762596e+00,-6.978964228906196610e+00,-5.784789791167798789e+00
8.525848561910192913e+00,-3.864196358384403673e+00,-3.907701928980900075e+00,-1.516858783197043925e+00,-7.299879541506927083e+00,-6.751643789099474269e+00
4.249497162771653791e+00,-6.998541378926894652e+00,-6.977415767558412085e+00,-5.813540122049927206e+00,-9.378763546236964288e+00,-7.693258699910360043e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.302521692445359314e+00,-4.119912584785838661e+00,-6.157733646639838909e+00,-6.136215267833501130e+00,-9.821371439228229860e+00,-1.060104671418711852e+01
4.249495142915355572e+00,-4.257459321878918068e+00,-6.203453442215054459e+00,-5.398957574715750773e+00,-8.857693429690327136e+00,-8.889581890867940928e+00
6.366184422566424139e+00,-3.216569995022992678e+00,-4.165100201609936548e+00,-3.989501183638109794e+00,-9.106872830100593674e+00,-9.461497455020587921e+00
4.249496984466891725e+00,-6.735899052167680701e+00,-4.900095784262193277e+00,-5.743378713211482633e+00,-1.064710137517607791e+01,-1.071525669077253440e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.074705672589503891e+00,4.439522259836500950e+00,5.838350133747640669e+00,1.879999999999761329e+01,1.603896079837205724e+00,1.046404020655966605e+00
1.160261986103775378e+01,-2.540636572280496441e+00,-1.443788316943976247e+00,-2.740789306791648450e+00,-7.124332452268843596e+00,-6.874984866285115181e+00
1.335433982776242345e+01,-1.232868608010927236e+00,4.417952011365344767e-02,-1.343570044982267397e+00,-4.845164202347275406e+00,-4.886916277194568892e+00
1.297152477470678456e+01,-9.646706770904345252e-01,-2.195287517497479080e+00,-9.236036704933452413e-01,-8.518176021853651747e+00,-9.359497094764671843e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.207002337112101031e+00,-6.969152153724277099e+00,-6.168621180719952690e+00,-6.073875870970116608e+00,-8.280215721487088842e+00,-8.912246798153454108e+00
7.440589055998336754e+00,-3.635930267291941576e+00,-4.798474423317784066e+00,-2.830820494809320742e+00,-5.716153825795887045e+00,-6.427724449737877599e+00
4.249492946113012870e+00,-6.456759980307079871e+00,-5.615114014355870431e+00,-4.630589870506603312e+00,-8.535852645791829119e+00,-1.113645949062052587e+01
